Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
500,Russell Westbrook\westbru01,PG,31,HOU,54,1948,21.4,.537,.166,.288,5.3,18.3,11.8,34.9,2.1,0.8,14.9,34.5,,2.0,2.3,4.3,.106,,1.8,-0.2,1.6,1.8
501,Coby White\whiteco01,SG,19,CHI,65,1674,11.9,.506,.475,.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,,-0.5,1.4,0.9,.026,,-1.2,-1.6,-2.8,-0.3
502,Derrick White\whitede01,SG,25,SAS,62,1502,16.1,.590,.353,.378,2.3,12.2,7.2,19.5,1.3,3.3,12.5,18.5,,2.6,1.0,3.5,.112,,0.8,0.2,1.0,1.2
503,Hassan Whiteside\whiteha01,C,30,POR,62,1928,25.0,.641,.010,.332,13.5,33.3,23.5,5.9,0.6,8.3,13.0,19.8,,5.2,3.0,8.2,.203,,2.4,0.7,3.1,2.5
504,Andrew Wiggins\wiggian01,SF-SG,24,TOT,54,1858,16.4,.536,.342,.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,,0.9,1.1,1.9,.050,,1.1,-1.5,-0.3,0.8
504,Andrew Wiggins\wiggian01,SF,24,MIN,42,1455,16.1,.535,.348,.262,3.4,12.9,7.9,18.1,0.9,2.1,10.8,28.0,,0.6,0.8,1.4,.046,,1.2,-1.5,-0.4,0.6
504,Andrew Wiggins\wiggian01,SG,24,GSW,12,403,17.5,.542,.314,.324,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,,0.2,0.3,0.5,.064,,1.0,-1.1,-0.2,0.2
505,Grant Williams\willigr01,PF,21,BOS,63,974,8.0,.508,.443,.266,6.4,11.7,9.1,8.3,1.4,3.1,17.7,11.4,,0.2,1.3,1.5,.075,,-4.0,1.4,-2.6,-0.1
506,Johnathan Williams\willijo04,C,24,WAS,12,147,13.7,.641,.080,.280,11.5,22.6,16.8,5.4,0.3,4.1,12.5,9.1,,0.3,0.1,0.3,.113,,-0.7,-1.2,-2.0,0.0
507,Kenrich Williams\willike04,PF,25,NOP,36,791,7.5,.427,.671,.182,6.5,17.4,11.9,8.4,1.5,2.2,12.0,9.1,,0.0,0.8,0.8,.050,,-3.3,1.0,-2.3,-0.1
508,Lou Williams\willilo02,SG,33,LAC,60,1757,17.2,.546,.334,.365,1.7,9.1,5.5,30.1,1.1,0.5,14.4,28.4,,2.2,1.7,3.9,.108,,2.1,-1.4,0.8,1.2
509,Marvin Williams\willima02,PF,33,TOT,52,1011,11.4,.585,.578,.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,,1.0,1.0,2.1,.099,,-1.7,1.0,-0.7,0.3
509,Marvin Williams\willima02,PF,33,CHO,41,808,11.8,.593,.557,.238,2.0,13.2,7.4,7.8,1.6,2.5,9.7,14.0,,0.8,0.6,1.5,.087,,-1.6,0.4,-1.2,0.2
509,Marvin Williams\willima02,PF,33,MIL,11,203,9.7,.540,.692,.103,2.6,15.6,9.5,9.0,2.0,1.7,6.9,8.9,,0.2,0.4,0.6,.147,,-2.0,3.4,1.4,0.2
510,Robert Williams\williro04,C,22,BOS,23,323,19.6,.671,.000,.403,11.4,24.4,17.9,9.5,3.0,8.0,21.5,12.3,,0.6,0.8,1.4,.204,,-0.6,4.4,3.8,0.5
511,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,.254,.286,.286,8.2,11.3,9.8,22.4,1.7,3.0,20.2,15.5,,-0.1,0.0,0.0,-0.045,,-5.1,1.1,-3.9,0.0
512,Zion Williamson\willizi01,PF,19,NOP,21,594,23.6,.624,.042,.505,9.9,13.9,11.9,12.3,1.2,1.3,13.0,29.6,,1.3,0.4,1.7,.138,,3.2,-1.2,2.0,0.6
513,D.J. Wilson\wilsodj01,PF,23,MIL,32,280,8.4,.476,.545,.089,3.8,19.3,12.0,10.3,0.3,1.6,12.5,17.7,,-0.2,0.5,0.3,.054,,-3.9,0.3,-3.6,-0.1
514,Justise Winslow\winslju01,SF,23,MIA,11,352,8.6,.440,.209,.209,5.4,17.4,11.7,18.6,1.0,1.4,14.6,20.7,,-0.4,0.4,0.0,-0.002,,-3.5,-0.1,-3.5,-0.1
515,Christian Wood\woodch01,PF,24,DET,62,1325,23.2,.659,.276,.476,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,,3.6,1.5,5.1,.184,,3.5,-0.3,3.1,1.7
516,Delon Wright\wrighde01,SG,27,DAL,66,1427,16.0,.564,.309,.234,5.0,14.0,9.6,21.0,2.6,1.3,14.0,14.8,,2.6,1.7,4.3,.145,,0.4,1.9,2.3,1.6
517,Justin Wright-Foreman\wrighju02,PG,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.010,,-6.1,-0.9,-7.0,0.0
518,Thaddeus Young\youngth01,PF,31,CHI,64,1591,13.3,.521,.369,.120,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,,-0.2,2.1,1.9,.058,,-1.4,0.2,-1.1,0.4
519,Trae Young\youngtr01,PG,21,ATL,60,2120,23.9,.595,.455,.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,,5.4,0.5,5.9,.133,,6.3,-2.3,4.0,3.2
520,Cody Zeller\zelleco01,C,27,CHO,58,1341,18.8,.576,.157,.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,,2.4,1.3,3.6,.129,,0.2,-0.8,-0.6,0.5
521,Ante Žižić\zizican01,C,23,CLE,22,221,16.4,.597,.000,.264,9.0,24.4,16.6,4.2,1.5,1.9,11.1,17.5,,0.3,0.2,0.5,.106,,-1.7,-1.5,-3.2,-0.1
522,Ivica Zubac\zubaciv01,C,22,LAC,66,1196,20.7,.638,.006,.437,15.2,25.5,20.4,8.9,0.6,4.6,12.1,16.1,,3.6,2.1,5.7,.229,,1.3,1.0,2.4,1.3
